Date,Investment Category,Type,Stock,Transacted Units,Transacted Price (per unit),Fees,Stock Split Ratio,Previous Units,Cumulative Units,Transacted Value,Previous Cost,Cost of Transaction,Avg Stock Price,Cumulative Cost,Gains/Losses from Sale,Realised Gains/Losses %,,,,,,,
2024-11-08,US Stock IB,Div,MA,257,$0.66,$50.89,0.0,257,257,$118.73,"$99,974.28",-,-,"$99,974.28",$118.73,,,,,,,,
2024-11-14,US Stock IB,Div,AAPL,3272,$0.25,$245.40,0.0,3272,3272,$572.60,"$547,419.53",-,-,"$547,419.53",$572.60,,,,,,,,
2024-11-15,US Stock IB,Div,PG,400,$1.01,$120.78,0.0,400,400,$281.82,"$58,363.36",-,-,"$58,363.36",$281.82,,,,,,,,
2024-12-10,HK Stock SHK,Buy,0388,1500,$315.40,"$1,715.93",0.0,16800.0,18300.00,"$474,815.93","$5,245,872.21",-,-,"$5,720,688.14",$0.00,,,,,,,,
2024-12-10,HK Stock SHK,Buy,0823,4300,$34.75,$542.27,0.0,3688.0,7988.00,"$149,967.27","$237,196.37",-,-,"$387,163.64",$0.00,,,,,,,,
2024-12-10,HK Stock SHK,Buy,9988,3900,$88.20,"$1,247.00",0.0,4000.0,7900.0,"$345,227.00","$337,105.45",-,-,"$682,332.45",$0.00,,,,,,,,
2024-12-02,US Stock IB,Div,V,450,$0.59,$79.65,0.0,450,450,$185.85,"$98,138.25",-,-,"$98,138.25",$185.85,,,,,,,,
2024-12-02,US Stock IB,Div,PFE,1700,$0.42,$214.20,0.0,1700,1700,$499.80,"$72,615.34",-,-,"$72,615.34",$499.80,,,,,,,,
2024-12-16,US Stock IB,Div,GOOGL,700.0,$0.20,$42.00,0.0,700.0,700.00,$98.00,"$98,144.15",-,-,"$98,144.15",$98.00,,,,,,,,
2024-12-17,US Stock IB,Div,UNH,200.0,$2.10,$126.00,0.0,200.0,200.00,$294.00,"$102,093.00",-,-,"$102,093.00",$294.00,,,,,,,,
2024-12-24,US Stock IB,Div,VYM,910.0,$0.96,$263.22,0.0,910.0,910.00,$614.20,"$99,824.47",-,-,"$99,824.47",$614.20,,,,,,,,
2024-12-26,US Stock IB,Div,VOO,110.0,$1.74,$57.37,0.0,110.0,110.00,$133.87,"$43,708.40",-,-,"$43,708.40",$133.87,,,,,,,,
2024-12-27,HK Stock Citi SG,Div,0823,3688,$1.35,$0.00,0.0,7988.0,7988.00,"$4,974.74","$387,163.64",-,-,"$387,163.64","$4,974.74",,,,,,,,
2024-12-31,US Stock IB,Div,QQQ,645,$0.83,$161.51,0.0,645,645,$376.85,"$213,221.89",-,-,"$213,221.89",$376.85,,,,,,,,
2024-12-19,US Stock IB,Buy,UNH,199,$503.47,$0.01,0.0,200,399,"$100,191.00","$102,093.00",-,-,"$202,284.00",$0.00,,,,,,,,
2025-01-07,HK Stock IB,Sell,0700,2600,$389.80,"$1,629.59",0.0,2600.0,0.00,"$1,011,850.41","$984,895.25","$984,895.25",$378.81,$0.00,"$3,455.79",,$0.00,,,,,,
2025-01-02,US Stock IB,Buy,MSTR,656,$307.00,$1.08,0.0,0,656,"$201,393.08",$0.00,-,-,"$201,393.08",$0.00,,,,,,,,
2025-01-07,US Stock IB,Buy,NU,572,$10.50,$3.84,0.0,39100,39672,"$6,009.69","$250,014.73",-,-,"$256,024.42",$0.00,,,,,,,,
2025-01-31,US Stock IB,Div,JPM,300,$1.25,$112.50,0.0,300,300,$262.50,"$39,315.02",-,-,"$39,315.02",$262.50,,,,,,,,
2025-02-04,US Stock IB,Sell,JPM,250,$266.78,$2.31,0.0,300.0,50.00,"$66,692.69","$39,315.02","$32,762.52",$131.05,"$6,552.50","$33,930.18",,"$264,655.37",,,,,,
2025-02-05,US Stock IB,Sell,TSLA,897,$388.50,$11.31,0.0,2127,1230,"$348,473.19","$570,866.86","$240,746.39",$268.39,"$330,120.47","$107,726.80",,"$840,269.04",,,,,,
2025-02-07,US Stock IB,Sell,TSLA,450,$368.00,$5.41,0.0,1230,780,"$165,594.59","$330,120.47","$120,775.78",$268.39,"$209,344.69","$44,818.81",,"$349,586.71",,,,,,
2025-02-11,US Stock IB,Sell,TSLA,225,$348.63,$3.74,0.0,780,555,"$78,437.66","$209,344.69","$60,387.89",$268.39,"$148,956.80","$18,049.77",,"$140,788.20",,,,,,
2025-02-10,US Stock IB,Div,MA,257,$0.76,$58.60,0.0,257,257,$136.72,"$99,974.28",-,-,"$99,974.28",$136.72,,"$1,066.42",,,,,,
2025-02-13,US Stock IB,Div,AAPL,3272,$0.25,$245.40,0.0,3272,3272,$572.60,"$547,419.53",-,-,"$547,419.53",$572.60,,"$4,466.28",,,,,,
2025-02-18,US Stock IB,Div,PG,400,$1.01,$120.78,0.0,400,400,$281.82,"$58,363.36",-,-,"$58,363.36",$281.82,,"$2,198.20",,,,,,
2025-03-03,US Stock IB,Div,V,450,$0.59,$79.65,0.0,450,450,$185.85,"$98,138.25",-,-,"$98,138.25",$185.85,,"$1,449.63",,,,,,
2025-03-07,US Stock IB,Div,PFE,1700,$0.43,$219.30,0.0,1700,1700,$511.70,"$72,615.34",-,-,"$72,615.34",$511.70,,"$3,991.26",,,,,,
2025-03-17,US Stock IB,Div,GOOGL,700.0,$0.20,$42.00,0.0,700.0,700.00,$98.00,"$98,144.15",-,-,"$98,144.15",$98.00,,$764.40,,,,,,
2025-03-18,US Stock IB,Div,UNH,399.0,$2.10,$251.37,0.0,399.0,399.00,$586.53,"$202,284.00",-,-,"$202,284.00",$586.53,,"$4,574.93",,,,,,
2025-03-25,US Stock IB,Div,VYM,910.0,$0.85,$232.06,0.0,910.0,910.00,$541.44,"$99,824.47",-,-,"$99,824.47",$541.44,,"$4,223.23",,,,,,
2025-03-31,US Stock IB,Div,VOO,110.0,$1.81,$59.80,0.0,110.0,110.00,$139.53,"$43,708.40",-,-,"$43,708.40",$139.53,,"$1,088.34",,,,,,
2025-03-26,HK Stock Citi SG,Div,0388,400,$4.90,$0.00,0.0,18300.0,18300.00,"$1,960.00","$5,720,688.14",-,-,"$5,720,688.14","$1,960.00",,"$1,960.00",,,,,,
2025-03-26,HK Stock IB,Div,0388,14300,$4.90,$0.00,0.0,18300.0,18300.00,"$70,070.00","$5,720,688.14",-,-,"$5,720,688.14","$70,070.00",,"$70,070.00",,,,,,
2025-03-31,HK Stock SHK,Div,0388,3600,$4.90,$118.20,0.0,18300.0,18300.00,"$17,521.80","$5,720,688.14",-,-,"$5,720,688.14","$17,521.80",,"$17,521.80",,,,,,
2025-04-09,HK Stock SHK,Sell,9988,7900,$100.60,"$2,881.24",0.0,7900.0,0.0,"$791,858.76","$682,332.45","$682,332.45",$86.37,$0.00,"$109,526.31",,"$109,526.31",,,,,,
2025-04-09,HK Stock SHK,Sell,1211,1000,$320.40,"$1,162.05",0.0,1000.0,0.00,"$319,237.95","$250,179.40","$250,179.40",$250.18,$0.00,"$69,058.55",,"$69,058.55",,,,,,
2025-04-09,US Stock IB,Sell,PG,100,$156.43,$1.13,0.0,400.0,300.00,"$15,641.63","$58,363.36","$14,590.84",$145.91,"$43,772.52","$1,050.79",,"$8,196.16",,,,,,
2025-04-09,US Stock IB,Sell,PG,100,$156.20,$0.61,0.0,300.0,200.00,"$15,619.39","$43,772.52","$14,590.84",$145.91,"$29,181.68","$1,028.55",,"$8,022.65",,,,,,
2025-04-09,US Stock IB,Sell,PG,100,$156.60,$0.62,0.0,200.0,100.00,"$15,659.38","$29,181.68","$14,590.84",$145.91,"$14,590.84","$1,068.54",,"$8,334.65",,,,,,
2025-04-09,US Stock IB,Sell,PG,100,$156.97,$1.13,0.0,100.0,0.00,"$15,695.87","$14,590.84","$14,590.84",$145.91,$0.00,"$1,105.03",,"$8,619.26",,,,,,
2025-04-09,US Stock IB,Sell,AAPL,1272,$176.60,$12.56,0.0,3272.0,2000.00,"$224,623.00","$547,419.53","$212,811.01",$167.30,"$334,608.51","$11,811.99",,"$92,133.52",,,,,,
2025-04-09,US Stock IB,Sell,AAPL,2000,$176.79,$19.62,0.0,2000.0,0.00,"$353,557.58","$334,608.51","$334,608.51",$167.30,$0.00,"$18,949.06",,"$147,802.70",,,,,,
2025-04-30,US Stock IB,Div,JPM,50,$1.40,$21.00,0.0,50,50,$49.00,"$6,552.50",-,-,"$6,552.50",$49.00,,$382.20,,,,,,
2025-04-30,US Stock IB,Div,QQQ,645,$0.72,$138.49,0.0,645,645,$323.14,"$213,221.89",-,-,"$213,221.89",$323.14,,"$2,520.49",,,,,,
2025-05-09,US Stock IB,Buy,GOOGL,645.0,$155.00,$1.57,0.0,700.0,1345.00,"$99,976.57","$98,144.15",-,-,"$198,120.72",$0.00,,$0.00,,,,,,
2025-05-09,US Stock IB,Buy,TSLA,325,$305.00,$0.75,0.0,555,880,"$99,125.79","$148,956.80",-,-,"$248,082.58",$0.00,,$0.00,,,,,,
2025-05-09,US Stock IB,Div,MA,257,$0.76,$58.60,0.0,257,257,$136.72,"$99,974.28",-,-,"$99,974.28",$136.72,,,,,,,,
2025-05-20,HK Stock Victory,Buy,3750,1000.0,$265.65,$100.35,0.0,0.0,1000.00,"$265,752.35",$0.00,-,-,"$265,752.35",$0.00,,$0.00,,,,,,
2025-05-20,US Stock IB,Buy,UNH,920.0,$325.78,$6.20,0.0,399.0,1319.00,"$299,725.24","$202,284.00",-,-,"$502,009.23",$0.00,,$0.00,,,,,,
2025-06-02,US Stock IB,Div,V,450,$0.59,$79.65,0.0,450.0,450.00,$185.85,"$98,138.25",-,-,"$98,138.25",$185.85,,"$1,449.63",,,,,,
2025-06-04,HK Stock SHK,Buy,9988,4300,$115.30,"$1,797.47",0.0,0.0,4300.0,"$497,587.47",$0.00,-,-,"$497,587.47",$0.00,,$0.00,,,,,,
2025-06-09,US Stock IB,Sell,TSLA,550.0,$288.00,$1.43,0.0,880,330,"$158,398.57","$248,082.58","$155,050.79",$281.91,"$93,031.80","$3,347.78",,"$26,112.71",,,,,,
2025-06-09,US Stock Citi SG,Sell,TSLA,330.0,$283.00,,0.0,330.0,0.00,"$93,390.00","$93,031.80","$93,030.47",$281.91,$1.32,$359.53,,"$2,804.32",,,,,,
2025-06-11,US Stock IB,Buy,MSTR,512.0,$389.98,$3.38,0.0,656.0,1168.00,"$199,674.37","$201,393.08",-,-,"$401,067.45",$0.00,,$0.00,,,,,,
2025-06-13,US Stock IB,Div,PFE,1700.0,$0.43,$219.30,0.0,1700.0,1700.00,$511.70,"$72,615.34",-,-,"$72,615.34",$511.70,,"$3,991.26",,,,,,
2025-06-16,US Stock IB,Div,GOOGL,1345.0,$0.21,$84.74,0.0,1345.0,1345.00,$197.71,"$198,120.72",-,-,"$198,120.72",$197.71,,"$1,542.14",,,,,,
2025-06-24,US Stock IB,Div,UNH,1319.0,$2.21,$874.50,0.0,1319.0,1319.00,"$2,040.49","$502,009.23",-,-,"$502,009.23","$2,040.49",,"$15,915.82",,,,,,
2025-06-24,US Stock IB,Div,VYM,910.0,$0.86,$235.25,0.0,910.0,910.00,$548.90,"$99,824.47",-,-,"$99,824.47",$548.90,,"$4,281.40",,,,,,
2025-06-25,US Stock IB-Open,Open,CRCL,940.0,$209.05,"$1,544.00",0.0,,,"$194,963.00","$112,896.40",,,,"$82,066.60",,"$640,119.48",Open Interest,,,,,
2025-07-02,US Stock IB,Div,VOO,110.0,$1.74,$57.58,0.0,110.0,110.00,$134.34,"$43,708.40",-,-,"$43,708.40",$134.34,,"$1,047.83",,,,,,
2025-07-03,US Stock SHK,Div,9988,4300.0,$0.25,$18.28,0.0,4300.0,4300.00,"$1,056.72","$497,587.47",-,-,"$497,587.47","$1,056.72",,"$1,056.72",,,,,,
2025-07-18,HK Stock SHK,Div,0728,50000.0,$0.09,$30.00,0.0,50000.0,50000.00,"$4,498.66","$194,762.25",-,-,"$194,762.25","$4,498.66",,"$4,498.66",,,,,,
2025-07-28,US Stock IB,Buy,BRk.B,515.0,$484.57,$2.58,0.0,1381.0,1896.00,"$249,556.13","$469,829.18",-,-,"$719,385.31",$0.00,,$0.00,,,,,,
2025-07-31,US Stock IB,Div,QQQ,645.0,$0.59,$114.38,0.0,645.0,645.00,$266.89,"$213,221.89",-,-,"$213,221.89",$266.89,,"$2,081.71",,,,,,
2025-08-07,HK Stock Victory,Sell,3750,1000.0,$402.20,,,1000.0,0.00,"$402,200.00","$265,752.35","$265,752.35",$265.75,$0.00,"$136,447.65",,"$136,447.65",,,,,,
2025-08-18,US Stock IB,Buy,UNH,960.0,$313.00,,,1319.0,2279.00,"$300,480.00","$502,009.23",-,-,"$802,489.23",$0.00,,$0.00,,,,,,
2025-08-22,US Stock IB,Buy,SBET,1000.0,$18.50,,,0.0,1000.00,"$18,500.00",$0.00,-,-,"$18,500.00",$0.00,,$0.00,,,,,,
2025-08-22,US Stock IB,Buy,SBET,1000.0,$18.45,,,0.0,1000.00,"$18,450.00",$0.00,-,-,"$18,450.00",$0.00,,$0.00,,,,,,
2025-08-22,US Stock IB,Buy,SBET,1400.0,$18.35,,,1000.0,2400.00,"$25,690.00","$18,500.00",-,-,"$44,190.00",$0.00,,$0.00,,,,,,
2025-08-22,US Stock IB,Buy,BNC,4400.0,$23.27,,,0.0,4400.00,"$102,388.00",$0.00,-,-,"$102,388.00",$0.00,,$0.00,,,,,,
2025-08-22,US Stock IB,Buy,SBET,2000.0,$18.78,,,2400.0,4400.00,"$37,560.00","$44,190.00",-,-,"$81,750.00",$0.00,,$0.00,,,,,,
2025-09-01,HK Stock IB,Sell,3690,5200.0,$102.80,,,10360.0,5160.00,"$534,560.00","$1,863,802.32","$935,499.23",$179.90,"$928,303.08","-$400,939.23",,"-$400,939.23",,,,,,
2025-09-01,HK Stock SHK,Buy,9988,3900.0,$137.40,,,4300.0,8200.00,"$535,860.00","$497,587.47",-,-,"$1,033,447.47",$0.00,,$0.00,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#REF!
